duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5339,Subscriber,1981,Male,27.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5350,Subscriber,1994,Female,26.0
3 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5342,Subscriber,1960,Male,27.0
5 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,2487,Subscriber,1979,Female,26.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5276,Subscriber,1987,Male,27.0
21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),31,Raymond Kimbell Playground,5495,Subscriber,1979,Male,26.0
17 minutes,3,Powell St BART Station (Market St at 4th St),71,Broderick St at Oak St,5299,Subscriber,1990,Male,26.0
8 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5050,Subscriber,1993,Male,26.0
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5506,Subscriber,1990,Female,27.0
9 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,3405,Subscriber,1994,Female,26.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),130,22nd St Caltrain Station,5008,Subscriber,1983,Female,26.0
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5011,Subscriber,1981,Male,26.0
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5577,Subscriber,1995,Male,27.0
7 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4609,Subscriber,1989,Male,27.0
8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4373,Subscriber,1965,Female,29.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4435,Subscriber,1994,Male,27.0
22 minutes,22,Howard St at Beale St,120,Mission Dolores Park,5346,Subscriber,1987,Female,26.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,4968,Subscriber,1966,Male,27.0
2 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,1052,Subscriber,1987,Male,26.0
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5531,Subscriber,1993,Male,29.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),370,Jones St at Post St,4604,Subscriber,1993,Male,29.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,4436,Subscriber,1987,Male,27.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),19,Post St at Kearny St,5301,Subscriber,1960,Male,27.0
5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5577,Subscriber,1987,Male,27.0
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),3711,Customer,1993,Male,26.0
22 minutes,81,Berry St at 4th St,358,Williams Ave at 3rd St,4716,Subscriber,1980,Male,26.0
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,2950,Subscriber,1984,Female,27.0
9 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4711,Subscriber,1996,Male,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4799,Subscriber,1989,Male,29.0
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,5467,Subscriber,1985,Male,27.0
8 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4369,Subscriber,1995,Male,26.0
20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),134,Valencia St at 24th St,5482,Subscriber,1995,Male,26.0
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,5417,Subscriber,1987,Male,29.0
8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,5555,Subscriber,1988,Male,29.0
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5388,Customer,1988,Female,26.0
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4946,Subscriber,1984,Male,29.0
20 minutes,81,Berry St at 4th St,368,Myrtle St at Polk St,5273,Subscriber,1976,Female,27.0
8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2230,Subscriber,1993,Female,27.0
6 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,4977,Subscriber,1987,Male,29.0
18 minutes,81,Berry St at 4th St,73,Pierce St at Haight St,5327,Subscriber,1989,Male,29.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4609,Subscriber,1978,Male,27.0
1 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,4464,Subscriber,1960,Male,29.0
8 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,5535,Subscriber,1993,Female,29.0
17 minutes,16,Steuart St at Market St,370,Jones St at Post St,4744,Subscriber,1993,Female,27.0
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4604,Subscriber,1992,Male,29.0
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),85,Church St at Duboce Ave,5425,Customer,1974,Male,29.0
2 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,4955,Subscriber,1991,Female,27.0
11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4755,Subscriber,1987,Male,26.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4976,Subscriber,1990,Male,26.0
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5157,Subscriber,1985,Male,29.0
6 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5320,Subscriber,1982,Male,27.0
4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3336,Subscriber,1978,Male,27.0
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4878,Subscriber,1983,Male,26.0
16 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,5035,Customer,1984,Female,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2047,Subscriber,1988,Male,27.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),5274,Subscriber,1992,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5294,Subscriber,1984,Female,27.0
6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,2816,Subscriber,1988,Female,27.0
34 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5069,Customer,1980,Male,26.0
19 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5025,Subscriber,1985,Male,26.0
6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),521,Subscriber,1981,Male,26.0
7 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),5385,Customer,1978,Male,26.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4600,Subscriber,1989,Male,26.0
12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4969,Customer,1997,Male,27.0
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5239,Subscriber,1992,Male,27.0
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4373,Subscriber,1990,Male,29.0
12 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,5048,Subscriber,1986,Male,27.0
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5247,Subscriber,1982,Male,26.0
5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4656,Subscriber,1988,Male,26.0
13 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5428,Subscriber,1992,Male,29.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5411,Subscriber,1988,Male,26.0
24 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5205,Subscriber,1995,Female,26.0
8 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4626,Subscriber,1994,Male,27.0
6 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4941,Subscriber,1980,Male,29.0
8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5166,Subscriber,1983,Male,29.0
10 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,4714,Subscriber,1993,Male,26.0
7 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3069,Subscriber,1983,Male,26.0
2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),2863,Subscriber,1991,Female,26.0
18 minutes,22,Howard St at Beale St,126,Esprit Park,2188,Subscriber,1959,Male,26.0
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5298,Subscriber,1992,Male,29.0
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4797,Subscriber,1986,Male,27.0
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,4725,Subscriber,1987,Male,26.0
19 minutes,21,Montgomery St BART Station (Market St at 2nd St),55,Webster St at Grove St,5246,Subscriber,1973,Female,27.0
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),345,Hubbell St at 16th St,5262,Subscriber,1994,Male,26.0
8 minutes,3,Powell St BART Station (Market St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3035,Subscriber,1990,Male,26.0
9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5346,Subscriber,1985,Male,26.0
4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2779,Subscriber,1993,Male,29.0
5 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,3364,Subscriber,1984,Male,27.0
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5489,Subscriber,1990,Female,26.0
5 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),5467,Subscriber,1960,Male,27.0
14 minutes,81,Berry St at 4th St,109,17th St at Valencia St,3334,Subscriber,1996,Female,26.0
12 minutes,3,Powell St BART Station (Market St at 4th St),133,Valencia St at 22nd St,5304,Customer,1995,Male,29.0
8 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,4377,Subscriber,1995,Female,27.0
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,3679,Subscriber,1992,Male,29.0
8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5274,Subscriber,1972,Male,26.0
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,5410,Subscriber,1973,Male,29.0
33 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,3403,Customer,1995,Female,26.0
34 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,1661,Subscriber,1994,Female,26.0
16 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4998,Subscriber,1986,Male,26.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5041,Subscriber,1994,Male,27.0
9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5294,Subscriber,1988,Male,27.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,5302,Subscriber,1986,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5485,Subscriber,1991,Female,26.0
8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4970,Subscriber,1979,Female,29.0
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2035,Subscriber,1967,Male,27.0
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5369,Subscriber,1967,Female,26.0
12 minutes,81,Berry St at 4th St,22,Howard St at Beale St,310,Subscriber,1994,Male,27.0
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),79,7th St at Brannan St,4442,Subscriber,1977,Male,29.0
7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,3040,Subscriber,1990,Male,27.0
10 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5051,Subscriber,1986,Male,26.0
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2840,Subscriber,1999,Male,26.0
23 minutes,81,Berry St at 4th St,74,Laguna St at Hayes St,5280,Subscriber,1996,Male,26.0
13 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3364,Subscriber,1991,Male,27.0
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5025,Subscriber,1967,Male,26.0
8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2489,Subscriber,1993,Male,29.0
31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4928,Customer,1994,Male,27.0
32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1639,Customer,1994,Male,29.0
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),14,Clay St at Battery St,5357,Subscriber,1990,Male,27.0
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4977,Subscriber,1989,Male,29.0
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),5355,Subscriber,1991,Male,27.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4442,Subscriber,1989,Male,29.0
9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1110,Subscriber,1991,Male,27.0
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5409,Subscriber,1965,Male,27.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5299,Subscriber,1989,Female,26.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,5545,Subscriber,1995,Female,29.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1841,Subscriber,1981,Female,27.0
5 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5304,Subscriber,1992,Male,29.0
22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),120,Mission Dolores Park,5496,Subscriber,1984,Male,27.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5060,Subscriber,1973,Male,26.0
7 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,2473,Subscriber,1983,Male,26.0
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5529,Subscriber,1988,Female,26.0
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),4986,Subscriber,1991,Male,26.0
16 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5538,Subscriber,1992,Female,26.0
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4939,Subscriber,1984,Female,26.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5274,Subscriber,1986,Female,26.0
8 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5458,Subscriber,1979,Female,26.0
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5409,Subscriber,1985,Male,27.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5540,Subscriber,1988,Female,27.0
24 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4827,Subscriber,1988,Female,29.0
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),74,Laguna St at Hayes St,4768,Customer,1985,Male,29.0
5 minutes,81,Berry St at 4th St,321,5th St at Folsom,1018,Subscriber,1986,Male,29.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3109,Subscriber,1983,Female,29.0
12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,310,Subscriber,1976,Male,27.0
12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3334,Customer,1984,Male,26.0
8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5034,Subscriber,1970,Male,26.0
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5373,Customer,1989,Female,26.0
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4837,Subscriber,1971,Female,26.0
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4653,Subscriber,1964,Female,26.0
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,5013,Subscriber,1987,Male,27.0
17 minutes,5,Powell St BART Station (Market St at 5th St),115,Jackson Playground,2976,Customer,1994,Male,26.0
18 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,2403,Subscriber,1990,Male,26.0
19 minutes,22,Howard St at Beale St,136,23rd St at San Bruno Ave,4835,Subscriber,1970,Male,29.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5050,Subscriber,1984,Male,26.0
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,4780,Subscriber,1983,Male,29.0
15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5506,Subscriber,1984,Male,27.0
15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5472,Subscriber,1988,Male,29.0
8 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4456,Subscriber,1994,Male,26.0
11 minutes,16,Steuart St at Market St,14,Clay St at Battery St,4911,Subscriber,1993,Male,26.0
15 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,5004,Subscriber,1984,Male,27.0
14 minutes,3,Powell St BART Station (Market St at 4th St),88,11th St at Bryant St,4942,Subscriber,1976,Male,26.0
23 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,1714,Subscriber,1965,Male,27.0
17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5272,Subscriber,1988,Female,27.0
15 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,4826,Subscriber,1996,Female,26.0
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,4793,Subscriber,1992,Male,26.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),2054,Subscriber,1984,Male,26.0
8 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,1073,Customer,1995,Female,26.0
11 minutes,81,Berry St at 4th St,9,Broadway at Battery St,5044,Subscriber,1981,Female,27.0
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),77,11th St at Natoma St,1954,Customer,1989,Male,26.0
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),356,Valencia St at Clinton Park,1035,Subscriber,1980,Male,29.0
5 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),756,Subscriber,1993,Male,26.0
5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,2999,Subscriber,1981,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),135,Subscriber,1996,Female,26.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4456,Customer,1975,Male,26.0
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1710,Subscriber,1980,Male,29.0
14 minutes,16,Steuart St at Market St,116,Mississippi St at 17th St,5281,Subscriber,1978,Male,26.0
8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4973,Subscriber,1988,Male,26.0
13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,4774,Subscriber,1992,Female,27.0
14 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,335,Subscriber,1970,Other,26.0
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,5492,Subscriber,1964,Female,27.0
8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4997,Subscriber,1993,Female,26.0
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5273,Subscriber,1985,Male,27.0
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,4625,Subscriber,1992,Female,26.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2499,Subscriber,1987,Male,26.0
10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,266,Subscriber,1966,Female,29.0
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,4654,Subscriber,1991,Female,27.0
8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3610,Subscriber,1969,Female,27.0
16 minutes,16,Steuart St at Market St,58,Market St at 10th St,5237,Subscriber,1980,Male,26.0
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1044,Subscriber,1985,Male,26.0
9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5572,Subscriber,1967,Male,26.0
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1470,Subscriber,1986,Male,26.0
8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4986,Subscriber,1984,Female,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5318,Subscriber,1990,Male,27.0
10 minutes,16,Steuart St at Market St,91,Berry St at King St,4936,Subscriber,1989,Male,29.0
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4943,Subscriber,1995,Male,26.0
10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),406,Subscriber,1976,Male,27.0
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4653,Subscriber,1994,Male,26.0
7 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5539,Subscriber,1994,Male,27.0
7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5482,Customer,1985,Male,26.0
8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4750,Subscriber,1985,Female,26.0
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5044,Subscriber,1991,Male,27.0
3 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4997,Subscriber,1967,Male,26.0
8 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,3034,Subscriber,1962,Male,26.0
4 minutes,16,Steuart St at Market St,16,Steuart St at Market St,5004,Subscriber,1990,Female,27.0
26 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,766,Subscriber,1982,Male,27.0
14 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5529,Subscriber,1992,Female,26.0
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1898,Subscriber,1978,Male,29.0
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4911,Subscriber,1979,Male,26.0
11 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4986,Subscriber,1988,Female,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,2738,Subscriber,1990,Female,26.0
21 minutes,16,Steuart St at Market St,133,Valencia St at 22nd St,5559,Subscriber,1983,Male,29.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),4601,Subscriber,1968,Male,27.0
6 minutes,81,Berry St at 4th St,64,5th St at Brannan St,2262,Subscriber,1987,Male,26.0
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),410,Subscriber,1987,Female,29.0
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5264,Subscriber,1987,Male,26.0
3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),2124,Subscriber,1991,Female,26.0
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,5310,Subscriber,1990,Female,27.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4750,Subscriber,1996,Female,26.0
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4827,Subscriber,1987,Male,29.0
12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2816,Subscriber,1993,Male,27.0
15 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,4848,Subscriber,1992,Male,26.0
3 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),4997,Subscriber,1979,Female,26.0
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2427,Subscriber,1972,Male,27.0
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3498,Subscriber,1982,Male,26.0
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4965,Subscriber,1992,Male,26.0
13 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4878,Customer,1995,Male,26.0
4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4601,Subscriber,1988,Male,27.0
12 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),3109,Subscriber,1990,Female,29.0
12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2052,Subscriber,1986,Male,26.0
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3508,Subscriber,1988,Male,26.0
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5082,Subscriber,1996,Female,26.0
20 minutes,81,Berry St at 4th St,132,24th St at Chattanooga St,5097,Subscriber,1983,Male,27.0
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5458,Subscriber,1993,Male,26.0
